Rule 1,Description 1,Rule 2,Description 2,Score (1-10),Reason
EC2_CAPACITY_RESERVATION_TAGGED,"Checks if Amazon EC2 capacity reservations have tags. Optionally, you can specify tag keys for the rule. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",EC2_TRAFFIC_MIRROR_TARGET_TAGGED,"Checks if Amazon EC2 traffic mirror targets have tags. Optionally, you can specify tag keys for the rule. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",4,Similar descriptions (92%)
EC2_CLIENT_VPN_ENDPOINT_TAGGED,"Checks if Amazon EC2 client VPN endpoints have tags. Optionally, you can specify tag keys for the rule. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",EC2_CARRIER_GATEWAY_TAGGED,"Checks if Amazon EC2 carrier gateways have tags. Optionally, you can specify tag keys for the rule. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",4,Similar descriptions (94%)
EC2_CLIENT_VPN_ENDPOINT_TAGGED,"Checks if Amazon EC2 client VPN endpoints have tags. Optionally, you can specify tag keys for the rule. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",EC2_DHCP_OPTIONS_TAGGED,"Checks if Amazon EC2 DHCP options have tags. Optionally, you can specify tag keys for the rule. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",4,Similar descriptions (94%)
EC2_CLIENT_VPN_ENDPOINT_TAGGED,"Checks if Amazon EC2 client VPN endpoints have tags. Optionally, you can specify tag keys for the rule. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",EC2_LAUNCH_TEMPLATE_TAGGED,"Checks if Amazon EC2 launch templates have tags. Optionally, you can specify tag keys for the rule. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",4,Similar descriptions (93%)
EC2_CLIENT_VPN_ENDPOINT_TAGGED,"Checks if Amazon EC2 client VPN endpoints have tags. Optionally, you can specify tag keys for the rule. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",EC2_PREFIX_LIST_TAGGED,"Checks if Amazon EC2 managed prefix lists have tags. Optionally, you can specify tag keys for the rule. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",4,Similar descriptions (93%)
EC2_CLIENT_VPN_ENDPOINT_TAGGED,"Checks if Amazon EC2 client VPN endpoints have tags. Optionally, you can specify tag keys for the rule. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",EC2_TRAFFIC_MIRROR_FILTER_TAGGED,"Checks if Amazon EC2 traffic mirror filters have tags. Optionally, you can specify tag keys for the rule. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",4,Similar descriptions (92%)
EC2_CLIENT_VPN_ENDPOINT_TAGGED,"Checks if Amazon EC2 client VPN endpoints have tags. Optionally, you can specify tag keys for the rule. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",EC2_TRAFFIC_MIRROR_SESSION_TAGGED,"Checks if Amazon EC2 traffic mirror sessions have tags. Optionally, you can specify tag keys for the rule. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",4,Similar descriptions (92%)
EC2_CLIENT_VPN_ENDPOINT_TAGGED,"Checks if Amazon EC2 client VPN endpoints have tags. Optionally, you can specify tag keys for the rule. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",EC2_TRAFFIC_MIRROR_TARGET_TAGGED,"Checks if Amazon EC2 traffic mirror targets have tags. Optionally, you can specify tag keys for the rule. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",4,Similar descriptions (92%)
EC2_NETWORK_INSIGHTS_PATH_TAGGED,"Checks if Amazon EC2 network insights paths have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",EC2_FLEET_TAGGED,"Checks if Amazon EC2 fleets have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",4,Similar descriptions (94%)
EC2_NETWORK_INSIGHTS_PATH_TAGGED,"Checks if Amazon EC2 network insights paths have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",EC2_VPN_CONNECTION_TAGGED,"Checks if Amazon EC2 VPN connections have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",4,Similar descriptions (93%)
EC2_NETWORK_INSIGHTS_PATH_TAGGED,"Checks if Amazon EC2 network insights paths have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",EC2_CARRIER_GATEWAY_TAGGED,"Checks if Amazon EC2 carrier gateways have tags. Optionally, you can specify tag keys for the rule. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",4,Similar descriptions (90%)
EC2_NETWORK_INSIGHTS_PATH_TAGGED,"Checks if Amazon EC2 network insights paths have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",EC2_DHCP_OPTIONS_TAGGED,"Checks if Amazon EC2 DHCP options have tags. Optionally, you can specify tag keys for the rule. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",4,Similar descriptions (91%)
EC2_NETWORK_INSIGHTS_ACCESS_SCOPE_TAGGED,"Checks if Amazon EC2 network insights access scopes have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",EC2_FLEET_TAGGED,"Checks if Amazon EC2 fleets have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",4,Similar descriptions (93%)
EC2_NETWORK_INSIGHTS_ACCESS_SCOPE_TAGGED,"Checks if Amazon EC2 network insights access scopes have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",EC2_VPN_CONNECTION_TAGGED,"Checks if Amazon EC2 VPN connections have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",4,Similar descriptions (91%)
EC2_TRANSIT_GATEWAY_MULTICAST_DOMAIN_TAGGED,"Checks if Amazon EC2 transit gateway multicast domains have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",EC2_FLEET_TAGGED,"Checks if Amazon EC2 fleets have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",4,Similar descriptions (92%)
EC2_TRANSIT_GATEWAY_MULTICAST_DOMAIN_TAGGED,"Checks if Amazon EC2 transit gateway multicast domains have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",EC2_VPN_CONNECTION_TAGGED,"Checks if Amazon EC2 VPN connections have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",4,Similar descriptions (91%)
EC2_FLEET_TAGGED,"Checks if Amazon EC2 fleets have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",EC2_NETWORK_INSIGHTS_ACCESS_SCOPE_ANALYSIS_TAGGED,"Checks if Amazon EC2 network insights access scope analyses have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",4,Similar descriptions (91%)
EC2_FLEET_TAGGED,"Checks if Amazon EC2 fleets have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",EC2_IPAMSCOPE_TAGGED,"Checks if Amazon EC2 IPAM Scopes have tags. Optionally, required tag keys can be specified. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",4,Similar descriptions (85%)
EC2_FLEET_TAGGED,"Checks if Amazon EC2 fleets have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",EC2_NETWORK_INSIGHTS_ANALYSIS_TAGGED,"Checks if Amazon EC2 network insights analyses have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",4,Similar descriptions (94%)
EC2_FLEET_TAGGED,"Checks if Amazon EC2 fleets have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",EC2_TRAFFIC_MIRROR_FILTER_TAGGED,"Checks if Amazon EC2 traffic mirror filters have tags. Optionally, you can specify tag keys for the rule. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",4,Similar descriptions (92%)
EC2_FLEET_TAGGED,"Checks if Amazon EC2 fleets have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",EC2_TRAFFIC_MIRROR_SESSION_TAGGED,"Checks if Amazon EC2 traffic mirror sessions have tags. Optionally, you can specify tag keys for the rule. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",4,Similar descriptions (92%)
EC2_FLEET_TAGGED,"Checks if Amazon EC2 fleets have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",EC2_TRAFFIC_MIRROR_TARGET_TAGGED,"Checks if Amazon EC2 traffic mirror targets have tags. Optionally, you can specify tag keys for the rule. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",4,Similar descriptions (93%)
EC2_VPN_CONNECTION_TAGGED,"Checks if Amazon EC2 VPN connections have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",EC2_IPAMSCOPE_TAGGED,"Checks if Amazon EC2 IPAM Scopes have tags. Optionally, required tag keys can be specified. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",4,Similar descriptions (83%)
EC2_VPN_CONNECTION_TAGGED,"Checks if Amazon EC2 VPN connections have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",EC2_NETWORK_INSIGHTS_ANALYSIS_TAGGED,"Checks if Amazon EC2 network insights analyses have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",4,Similar descriptions (92%)
EC2_CARRIER_GATEWAY_TAGGED,"Checks if Amazon EC2 carrier gateways have tags. Optionally, you can specify tag keys for the rule. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",EC2_DHCP_OPTIONS_TAGGED,"Checks if Amazon EC2 DHCP options have tags. Optionally, you can specify tag keys for the rule. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",4,Similar descriptions (95%)
EC2_CARRIER_GATEWAY_TAGGED,"Checks if Amazon EC2 carrier gateways have tags. Optionally, you can specify tag keys for the rule. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",EC2_TRAFFIC_MIRROR_FILTER_TAGGED,"Checks if Amazon EC2 traffic mirror filters have tags. Optionally, you can specify tag keys for the rule. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",4,Similar descriptions (93%)
EC2_CARRIER_GATEWAY_TAGGED,"Checks if Amazon EC2 carrier gateways have tags. Optionally, you can specify tag keys for the rule. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",EC2_TRAFFIC_MIRROR_SESSION_TAGGED,"Checks if Amazon EC2 traffic mirror sessions have tags. Optionally, you can specify tag keys for the rule. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",4,Similar descriptions (93%)
EC2_CARRIER_GATEWAY_TAGGED,"Checks if Amazon EC2 carrier gateways have tags. Optionally, you can specify tag keys for the rule. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",EC2_TRAFFIC_MIRROR_TARGET_TAGGED,"Checks if Amazon EC2 traffic mirror targets have tags. Optionally, you can specify tag keys for the rule. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",4,Similar descriptions (93%)
EC2_DHCP_OPTIONS_TAGGED,"Checks if Amazon EC2 DHCP options have tags. Optionally, you can specify tag keys for the rule. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",EC2_IPAMSCOPE_TAGGED,"Checks if Amazon EC2 IPAM Scopes have tags. Optionally, required tag keys can be specified. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",4,Similar descriptions (81%)
EC2_DHCP_OPTIONS_TAGGED,"Checks if Amazon EC2 DHCP options have tags. Optionally, you can specify tag keys for the rule. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",EC2_LAUNCH_TEMPLATE_TAGGED,"Checks if Amazon EC2 launch templates have tags. Optionally, you can specify tag keys for the rule. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",4,Similar descriptions (95%)
EC2_DHCP_OPTIONS_TAGGED,"Checks if Amazon EC2 DHCP options have tags. Optionally, you can specify tag keys for the rule. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",EC2_NETWORK_INSIGHTS_ANALYSIS_TAGGED,"Checks if Amazon EC2 network insights analyses have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",4,Similar descriptions (90%)
EC2_DHCP_OPTIONS_TAGGED,"Checks if Amazon EC2 DHCP options have tags. Optionally, you can specify tag keys for the rule. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",EC2_TRAFFIC_MIRROR_FILTER_TAGGED,"Checks if Amazon EC2 traffic mirror filters have tags. Optionally, you can specify tag keys for the rule. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",4,Similar descriptions (94%)
EC2_DHCP_OPTIONS_TAGGED,"Checks if Amazon EC2 DHCP options have tags. Optionally, you can specify tag keys for the rule. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",EC2_TRAFFIC_MIRROR_TARGET_TAGGED,"Checks if Amazon EC2 traffic mirror targets have tags. Optionally, you can specify tag keys for the rule. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",4,Similar descriptions (94%)
EC2_IPAMSCOPE_TAGGED,"Checks if Amazon EC2 IPAM Scopes have tags. Optionally, required tag keys can be specified. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",EC2_LAUNCH_TEMPLATE_TAGGED,"Checks if Amazon EC2 launch templates have tags. Optionally, you can specify tag keys for the rule. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",4,Similar descriptions (81%)
EC2_LAUNCHTEMPLATE_EBS_ENCRYPTED,Checks if Amazon EC2 launch template resources have encrypted EBS volumes. The rule is NON_COMPLIANT if any EBS volumes are not encrypted. The rule will only check the default version of the LaunchTemplate.,EC2_LAUNCH_TEMPLATES_EBS_VOLUME_ENCRYPTED,Checks whether Amazon EC2 launch templates have encryption enabled for all attached EBS volumes.The rule is NON_COMPLIANT if encryption is set to False for any EBS volume configured in the launch template.,4,Similar names (83%)
EC2_LAUNCH_TEMPLATE_TAGGED,"Checks if Amazon EC2 launch templates have tags. Optionally, you can specify tag keys for the rule. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",EC2_PREFIX_LIST_TAGGED,"Checks if Amazon EC2 managed prefix lists have tags. Optionally, you can specify tag keys for the rule. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",4,Similar descriptions (94%)
EC2_LAUNCH_TEMPLATE_TAGGED,"Checks if Amazon EC2 launch templates have tags. Optionally, you can specify tag keys for the rule. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",EC2_TRAFFIC_MIRROR_FILTER_TAGGED,"Checks if Amazon EC2 traffic mirror filters have tags. Optionally, you can specify tag keys for the rule. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",4,Similar descriptions (93%)
EC2_LAUNCH_TEMPLATE_TAGGED,"Checks if Amazon EC2 launch templates have tags. Optionally, you can specify tag keys for the rule. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",EC2_TRAFFIC_MIRROR_SESSION_TAGGED,"Checks if Amazon EC2 traffic mirror sessions have tags. Optionally, you can specify tag keys for the rule. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",4,Similar descriptions (93%)
EC2_LAUNCH_TEMPLATE_TAGGED,"Checks if Amazon EC2 launch templates have tags. Optionally, you can specify tag keys for the rule. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",EC2_TRAFFIC_MIRROR_TARGET_TAGGED,"Checks if Amazon EC2 traffic mirror targets have tags. Optionally, you can specify tag keys for the rule. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",4,Similar descriptions (93%)
GUARDDUTY_LAMBDA_PROTECTION_ENABLED,Checks if Lambda Protection is enabled for an Amazon GuardDuty detector in your account. The rule is NON_COMPLIANT if the Lambda Protection feature in Amazon GuardDuty is not enabled for your account.,GUARDDUTY_RDS_PROTECTION_ENABLED,Checks if Amazon Relational Database Service (Amazon RDS) protection is enabled for an Amazon GuardDuty detector in your account. The rule is NON_COMPLIANT if the Amazon RDS protection feature in Amazon GuardDuty is not enabled for you account.,4,Similar names (86%)
NETFW_SUBNET_CHANGE_PROTECTION_ENABLED,Checks if AWS Network Firewall has subnet change protection enabled. The rule is NON_COMPLIANT if subnet change protection is not enabled.,NETFW_DELETION_PROTECTION_ENABLED,Checks if AWS Network Firewall has deletion protection enabled. The rule is NON_COMPLIANT if Network Firewall does not have deletion protection enabled.,4,Similar descriptions (79%)
RDS_INSTANCE_PUBLIC_ACCESS_CHECK,Secure your Amazon RDS database instances by disallowing public access.,RDS_SNAPSHOTS_PUBLIC_PROHIBITED,Secure your Amazon RDS database snapshots by disallowing public access.,4,Similar descriptions (93%)
RDS_INSTANCE_DEFAULT_ADMIN_CHECK,Checks if an Amazon Relational Database Service (Amazon RDS) database has changed the admin username from its default value. This rule will only run on RDS database instances. The rule is NON_COMPLIANT if the admin username is set to the default value.,RDS_CLUSTER_DEFAULT_ADMIN_CHECK,Checks if an Amazon Relational Database Service (Amazon RDS) database cluster has changed the admin username from its default value. The rule is NON_COMPLIANT if the admin username is set to the default value.,4,Similar names (82%)
RDS_SQLSERVER_ENCRYPTED_IN_TRANSIT,Checks if connections to Amazon RDS SQL server database instances are configured to use encryption in transit. The rule is NON_COMPLIANT if the DB parameter force_ssl for the parameter group is not set to 1 or the ApplyStatus parameter is not 'in-sync'.,RDS_MYSQL_INSTANCE_ENCRYPTED_IN_TRANSIT,Checks if connections to Amazon RDS for MySQL database instances are configured to use encryption in transit. The rule is NON_COMPLIANT if the associated database parameter group is not in-sync or if the require_secure_transport parameter is not set to 1.,4,Similar names (82%)
RDS_MYSQL_CLUSTER_COPY_TAGS_TO_SNAPSHOT_CHECK,Checks if Amazon Relational Database Service (Amazon RDS) MySQL DB clusters are configured to copy tags to snapshots. The rule is NON_COMPLIANT if an Amazon RDS MySQL DB cluster is not configured to copy tags to snapshots.,RDS_PGSQL_CLUSTER_COPY_TAGS_TO_SNAPSHOT_CHECK,Checks if Amazon Relational Database Service (Amazon RDS) PostgreSQL DB clusters are configured to copy tags to snapshots. The rule is NON_COMPLIANT if an RDS PostgreSQL DB cluster's CopyTagsToSnapshot property is set to false.,4,Similar names (95%)
IOT_JOB_TEMPLATE_TAGGED,"Checks if AWS IoT job template resources resources have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",IOT_SCHEDULED_AUDIT_TAGGED,"Checks if AWS IoT scheduled audits have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",4,Similar descriptions (90%)
IOT_PROVISIONING_TEMPLATE_DESCRIPTION,Checks if AWS IoT provisioning templates have a description. The rule is NON_COMPLIANT if configuration.Description does not exist or is an empty string.,IOT_PROVISIONING_TEMPLATE_JITP,Checks if AWS IoT provisioning templates are using just-in-time provisioning (JITP). The rule is NON_COMPLIANT if configuration.TemplateType is not 'JITP'.,4,Similar names (84%)
IOT_PROVISIONING_TEMPLATE_TAGGED,"Checks if AWS IoT provisioning templates have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",IOT_SCHEDULED_AUDIT_TAGGED,"Checks if AWS IoT scheduled audits have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",4,Similar descriptions (92%)
IAM_SAML_PROVIDER_TAGGED,"Checks if AWS IAM SAML providers have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",IAM_SERVER_CERTIFICATE_TAGGED,"Checks if AWS IAM server certificates have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",4,Similar descriptions (94%)
IAM_OIDC_PROVIDER_TAGGED,"Checks if AWS IAM OIDC providers have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",IAM_SERVER_CERTIFICATE_TAGGED,"Checks if AWS IAM server certificates have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",4,Similar descriptions (94%)
IAM_CUSTOMER_POLICY_BLOCKED_KMS_ACTIONS,Checks if the managed AWS Identity and Access Management (IAM) policies that you create do not allow blocked KMS actions on all AWS KMS key resources. The rule is NON_COMPLIANT if any blocked action is allowed on all AWS KMS keys by the managed IAM policy.,IAM_INLINE_POLICY_BLOCKED_KMS_ACTIONS,"Checks if the inline policies attached to your IAM users, roles, and groups do not allow blocked actions on all AWS KMS keys. The rule is NON_COMPLIANT if any blocked action is allowed on all AWS KMS keys in an inline policy.",4,Similar names (84%)
ELBV2_TARGETGROUP_HEALTHCHECK_PROTOCOL_ENCRYPTED,Checks the target groups for load balancers healthchecks use an encrypted transport protocol. The rule is NON_COMPLIANT if configuration.healthCheckProtocol is not HTTPS. Lambda target types are not applicable.,ELBV2_TARGETGROUP_PROTOCOL_ENCRYPTED,"Checks the target groups for application and network load balancers use an encrypted transport protocol. The rule is NON_COMPLIANT if configuration.protocol is not HTTPS, TLS, or QUIC. Lambda and ALB target types are not applicable.",4,Similar names (81%)
S3_ACCOUNT_LEVEL_PUBLIC_ACCESS_BLOCKS,Checks whether the required public access block settings are configured from account level. The rule is NON_COMPLIANT when the public access block settings are not configured from account level.,S3_ACCESS_POINT_PUBLIC_ACCESS_BLOCKS,Checks if Amazon S3 access points have block public access settings enabled. The rule is NON_COMPLIANT if block public access settings are not enabled for S3 access points.,4,Similar names (82%)
ATHENA_PREPARED_STATEMENT_DESCRIPTION,Checks if Amazon Athena prepared statements have a description. The rule is NON_COMPLIANT if configuration.Description does not exist.,ATHENA_WORKGROUP_DESCRIPTION,Checks if Amazon Athena workgroups have a description. The rule is NON_COMPLIANT if configuration.Description does not exist or is an empty string.,4,Similar descriptions (83%)
REDSHIFT_SERVERLESS_WORKGROUP_ROUTES_WITHIN_VPC,Checks if Amazon Redshift Serverless workgroups route the network traffic through a VPC. The rule is NON_COMPLIANT if workgroups have 'Turn on Enhanced VPC routing' disabled.,REDSHIFT_SERVERLESS_WORKGROUP_NO_PUBLIC_ACCESS,Checks if Amazon Redshift Serverless workgroups do not allow public access. The rule is NON_COMPLIANT if a workgroup has 'Turn on Public Accessible' enabled.,4,Similar descriptions (73%)
REDSHIFT_DEFAULT_ADMIN_CHECK,"Checks if an Amazon Redshift cluster has changed the admin username from its default value. The rule is NON_COMPLIANT if the admin username for a Redshift cluster is set to ""awsuser"" or if the username does not match what is listed in parameter.",REDSHIFT_DEFAULT_DB_NAME_CHECK,"Checks if a Redshift cluster has changed its database name from the default value. The rule is NON_COMPLIANT if the database name for a Redshift cluster is set to ""dev"", or if the optional parameter is provided and the database name does not match.",4,Similar names (83%)
CODEBUILD_PROJECT_S3_LOGS_ENCRYPTED,Checks if a AWS CodeBuild project configured with Amazon S3 Logs has encryption enabled for its logs. The rule is NON_COMPLIANT if 'encryptionDisabled' is set to 'true' in a S3LogsConfig of a CodeBuild project.,CODEBUILD_PROJECT_LOGGING_ENABLED,Checks if an AWS CodeBuild project environment has at least one log option enabled. The rule is NON_COMPLIANT if the status of all present log configurations is set to 'DISABLED'.,4,Similar names (84%)
SSM_AUTOMATION_BLOCK_PUBLIC_SHARING,Checks if AWS Systems Manager Documents has block public sharing enabled. The rule is NON_COMPLIANT if Systems Manager Documents has block public sharing disabled.,SSM_AUTOMATION_LOGGING_ENABLED,Checks if AWS Systems Manager Automation has Amazon CloudWatch logging enabled. The rule returns NON_COMPLIANT if Systems Manager Automation doesn't have CloudWatch logging enabled.,4,Similar descriptions (72%)
